ID;PubmedID;Title;Abstract;Indication;ArticleType;Dataset;EvalType
281;30516102;Trastuzumab Emtansine for Residual Invasive HER2-Positive Breast Cancer.;"Background. Patients who have residual invasive breast cancer after receiving neoadjuvant chemotherapy plus human epidermal growth factor receptor 2 (HER2)-targeted therapy have a worse prognosis than those who have no residual cancer. Trastuzumab emtansine (T-DM1), an antibody-drug conjugate of trastuzumab and the cytotoxic agent emtansine (DM1), a maytansine derivative and microtubule inhibitor, provides benefit in patients with metastatic breast cancer that was previously treated with chemotherapy plus HER2-targeted therapy. Methods. We conducted a phase 3, open-label trial involving patients with HER2-positive early breast cancer who were found to have residual invasive disease in the breast or axilla at surgery after receiving neoadjuvant therapy containing a taxane (with or without anthracycline) and trastuzumab. Patients were randomly assigned to receive adjuvant T-DM1 or trastuzumab for 14 cycles. The primary end point was invasive disease-free survival (defined as freedom from ipsilateral invasive breast tumor recurrence, ipsilateral locoregional invasive breast cancer recurrence, contralateral invasive breast cancer, distant recurrence, or death from any cause). Results. At the interim analysis, among 1486 randomly assigned patients (743 in the T-DM1 group and 743 in the trastuzumab group), invasive disease or death had occurred in 91 patients in the T-DM1 group (12.2%) and 165 patients in the trastuzumab group (22.2%). The estimated percentage of patients who were free of invasive disease at 3 years was 88.3% in the T-DM1 group and 77.0% in the trastuzumab group. Invasive disease-free survival was significantly higher in the T-DM1 group than in the trastuzumab group (hazard ratio for invasive disease or death, 0.50; 95% confidence interval, 0.39 to 0.64; P<0.001). Distant recurrence as the first invasive-disease event occurred in 10.5% of patients in the T-DM1 group and 15.9% of those in the trastuzumab group. The safety data were consistent with the known safety profile of T-DM1, with more adverse events associated with T-DM1 than with trastuzumab alone. Conclusions. Among patients with HER2-positive early breast cancer who had residual invasive disease after completion of neoadjuvant therapy, the risk of recurrence of invasive breast cancer or death was 50% lower with adjuvant T-DM1 than with trastuzumab alone. (Funded by F. Hoffmann-La Roche/Genentech; KATHERINE ClinicalTrials.gov number, NCT01772472 .).";Neoplasms;Interventional;Indomain;Train
282;30591959;Randomized-controlled phase II trial of salvage chemotherapy after immunization with a TP53-transfected dendritic cell-based vaccine (Ad.p53-DC) in patients with recurrent small cell lung cancer.;Small cell lung cancer TP53 mutations lead to expression of tumor antigens that elicits specific cytotoxic T-cell immune responses. In this phase II study, dendritic cells transfected with wild-type TP53 (vaccine) were administered to patients with extensive-stage small cell lung cancer after chemotherapy. Patients were randomized 1:1:1 to arm A (observation), arm B (vaccine alone), or arm C (vaccine plus all-trans-retinoic acid). Vaccine was administered every 2 weeks (3 times), and all patients were to receive paclitaxel at progression. Our primary endpoint was overall response rate (ORR) to paclitaxel. The study was not designed to detect overall response rate differences between arms. Of 69 patients enrolled (performance status 0/1, median age 62 years), 55 were treated in stage 1 (18 in arm A, 20 in arm B, and 17 in arm C) and 14 in stage 2 (arm C only), per 2-stage Simon Minimax design. The vaccine was safe, with mostly grade 1/2 toxicities, although 1 arm-B patient experienced grade 3 fatigue and 8 arm-C patients experienced grade 3 toxicities. Positive immune responses were obtained in 20% of arm B (95% confidence interval [CI], 5.3-48.6) and 43.3% of arm C (95% CI 23.9-65.1). The ORRs to the second-line chemotherapy (including paclitaxel) were 15.4% (95% CI 2.7-46.3), 16.7% (95% CI 2.9-49.1), and 23.8% (95% CI 9.1-47.5) for arms A, B, and C, with no survival differences between arms. Although our vaccine failed to improve ORRs to the second-line chemotherapy, its safety profile and therapeutic immune potential remain. Combinations with the other immunotherapeutic agents are reasonable options.;Neoplasms;Interventional;Indomain;Train
283;30635165;A phase 1 study of veliparib, a PARP-1/2 inhibitor, with gemcitabine and radiotherapy in locally advanced pancreatic cancer.;"Background. Locally advanced pancreatic cancer (LAPC) has a dismal prognosis with current treatment modalities and one-third of patients die from local progression of disease. Preclinical studies with orthotopic PC demonstrated dramatic synergy between radiotherapy (RT) and the poly(ADP-ribose) polymerase-1/2 inhibitor (PARPi), veliparib. We conducted a phase I trial of gemcitabine, radiotherapy and dose-escalated veliparib in LAPC. Methods. This was a single institution investigator-initiated open-label, single-arm phase 1 clinical trial (NCT01908478). Weekly gemcitabine with daily IMRT and veliparib dose escalated using a Bayesian adaptive design were administered in treatment naive LA or borderline resectable PC. The primary end point was identification of the MTD. Secondary endpoints included efficacy, characterization of PAR levels using ELISA, DDR alterations with targeted next generation sequencing and transcriptome analysis, tumor mutation burden (TMB) and microsatellite instability (MSI) status. Findings. Thirty patients were enrolled. The MTD of veliparib was 40 mg BID with gemcitabine 400 mg/m2 and RT (36 Gy/15 fractions). Sixteen DLTs were identified in 12 patients. Grade ≥ 3 adverse events included lymphopenia (96%) and anemia (36%). Median OS for all patients was 15 months. Median OS for DDR pathway gene altered and intact cases was 19 months (95% CI: 6.2-27.2) and 14 months (95% CI: 10.0-21.8), respectively. There were no significant associations between levels of PAR, TMB, or MSI with outcomes. The DDR transcripts PARP3 and RBX1 significantly correlated with OS. Interpretation. This is the first report of a PARPi-chemoradiotherapy combination in PC. The regimen was safe, tolerable at the RP2D, and clinically active as an upfront treatment strategy in patients biologically unselected by upfront chemotherapy. Expression of the DDR transcripts, PARP3 and RBX1, were associated with OS suggesting validation in a follow up phase 2 study. FUND: Phase One Foundation; National Institutes of Health [1R01CA188480-01A1, P01 CA098912]. Veliparib was provided by Abbvie.";Neoplasms;Interventional;Indomain;Train
284;30642819;Safety and activity of ibrutinib in combination with nivolumab in patients with relapsed non-Hodgkin lymphoma or chronic lymphocytic leukaemia: a phase 1/2a study.;"Background. Preclinical studies have shown synergistic antitumour effects between ibrutinib and immune-checkpoint blockade. The aim of this study was to assess the safety and activity of ibrutinib in combination with nivolumab in patients with relapsed or refractory B-cell malignant diseases. Methods. We did a two-part, open-label, phase 1/2a study at 21 hospitals in Australia, Israel, Poland, Spain, Turkey, and the USA. The primary objective of part A (dose escalation) was to assess the safety of daily oral ibrutinib (420 mg or 560 mg) in combination with intravenous nivolumab (3 mg/kg every 2 weeks) to ascertain a recommended phase 2 dose in patients with relapsed or refractory high-risk chronic lymphocytic leukaemia or small lymphocytic lymphoma (del17p or del11q), follicular lymphoma, or diffuse large B-cell lymphoma. Dose optimisation was investigated using a modified toxicity probability interval design. The primary objective of the part B expansion phase was to establish the preliminary activity (the proportion of patients who achieved an overall response) of the combination of ibrutinib and nivolumab in four cohorts: relapsed or refractory high-risk chronic lymphocytic leukaemia or small lymphocytic lymphoma (del17p or del11q), follicular lymphoma, diffuse large B-cell lymphoma, and Richter's transformation. All participants who received at least one dose of treatment were included in the primary analysis and analyses were done by disease cohort. This trial is registered with ClinicalTrials.gov, number NCT02329847. The trial is ongoing. Findings. Between March 12, 2015, and April 11, 2017, 144 patients were enrolled in the study. Three patients died before receiving study treatment; thus, 141 patients were included in the analysis, 14 in part A and 127 in part B. One dose-limiting toxicity (grade 3 hyperbilirubinaemia) was reported at the 420 mg dose in the diffuse large B-cell lymphoma cohort, which resolved after 5 days. The combination of ibrutinib and nivolumab led to overall responses in 22 (61%) of 36 patients with high-risk chronic lymphocytic leukaemia or small lymphocytic lymphoma, 13 (33%) of 40 patients with follicular lymphoma, 16 (36%) of 45 patients with diffuse large B-cell lymphoma, and 13 (65%) of 20 patients with Richter's transformation. The most common all-grade adverse events were diarrhoea (47 [33%] of 141 patients), neutropenia (44 [31%]), and fatigue (37 [26%]). 11 (8%) of 141 patients had adverse events leading to death; none were reported as drug-related. The most common grade 3-4 adverse events were neutropenia (40 [28%] of 141 patients) and anaemia (32 [23%]). The incidence of grade 3-4 neutropenia ranged from eight (18%) of 45 patients with diffuse large B-cell lymphoma to 19 (53%) of 36 patients with chronic lymphocytic leukaemia or small lymphocytic lymphoma; incidence of grade 3-4 anaemia ranged from five (13%) of 40 patients with follicular lymphoma to seven (35%) of 20 patients with Richter's transformation. The most common serious adverse events included anaemia (six [4%] of 141 patients) and pneumonia (five [4%]). The most common grade 3-4 immune-related adverse events were rash (11 [8%] of 141 patients) and increased alanine aminotransferase (three [2%]). Interpretation. The combination of ibrutinib and nivolumab had an acceptable safety profile and preliminary activity was similar to that reported with single-agent ibrutinib in chronic lymphocytic leukaemia or small lymphocytic lymphoma, follicular lymphoma, and diffuse large B-cell lymphoma. The clinical response in patients with Richter's transformation was promising and supports further clinical assessment. Funding. Janssen R&D.";Neoplasms;Interventional;Indomain;Train
285;30689078;STAT3 rs4796793 contributes to lung cancer risk and clinical outcomes of platinum-based chemotherapy.;"Background. Signal transducer and activator of transcription (STAT) 3 plays a vital role in carcinogenesis and drug response. Platinum-based chemotherapy is the first-line treatment for lung cancer patients, especially those in advanced stages. In the present study, we investigated the association of STAT3 polymorphism rs4796793 with lung cancer susceptibility, platinum-based chemotherapy response, and toxicity. Methods. A total of 498 lung cancer patients and 213 healthy controls were enrolled in the study. 467 of them received at least 2-cycle platinum-based chemotherapy. Unconditional logistical regression analysis was used to assess the associations. Results. STAT3 rs4769793 G allele carriers had an increased susceptibility of lung cancer [additive model: adjusted OR (95% CI) 1.376 (1.058-1.789), P = 0.017; recessive model: adjusted OR (95% CI) 1.734 (1.007-2.985), P = 0.047]. Rs4769793 was not significantly associated with platinum-based chemotherapy response in lung cancer patients. STAT3 rs4796793 was associated with an increased risk of severe overall toxicity [additive model: adjusted OR (95% CI) 1.410 (1.076-1.850), P = 0.013; dominant model: adjusted OR (95% CI) 1.638 (1.091-2.459), P = 0.017], especially hematological toxicity [additive model: adjusted OR (95% CI) 1.352 (1.001-1.826), P = 0.049]. Conclusions. STAT3 rs4796793 may be considered as a potential candidate biomarker for the prediction of susceptibility and prognosis in Chinese lung cancer patients. However, well-designed studies with larger sample sizes are required to verify the results.";Neoplasms;Interventional;Indomain;Train
286;30692121;A phase 1 trial of ibrutinib plus palbociclib in previously treated mantle cell lymphoma.;"Single-agent ibrutinib is active in patients with previously treated mantle cell lymphoma (MCL); however, nearly half of all patients experience treatment failure during the first year. We previously demonstrated that prolonged early G1 cell cycle arrest induced by the oral, specific CDK4/6 inhibitor palbociclib can overcome ibrutinib resistance in primary human MCL cells and MCL cell lines expressing wild-type Bruton's tyrosine kinase (BTK). Therefore, we conducted a phase 1 trial to evaluate the dosing, safety, and preliminary activity of palbociclib plus ibrutinib in patients with previously treated mantle cell lymphoma. From August 2014 to June 2016, a total of 27 patients (21 men, 6 women) were enrolled. The maximum tolerated doses were ibrutinib 560 mg daily plus palbociclib 100 mg on days 1 to 21 of each 28-day cycle. The dose-limiting toxicity was grade 3 rash. The most common grade 3 to 4 toxicities included neutropenia (41%), thrombocytopenia (30%), hypertension (15%), febrile neutropenia (15%), and lung infection (11%). The overall and complete response rates were 67% and 37%, and with a median follow-up of 25.6 months, the 2-year progression-free survival was 59.4% and the 2-year response duration was 69.8%. A phase 2 multicenter clinical trial to further characterize efficacy is now ongoing. The current trial was registered at www.clinicaltrials.gov as #NCT02159755.";Neoplasms;Interventional;Indomain;Train
287;30708264;Safety of trastuzumab emtansine (T-DM1) in patients with HER2-positive advanced breast cancer: Primary results from the KAMILLA study cohort 1.;"Background. Many patients with metastatic human epidermal growth factor receptor 2 (HER2)-positive breast cancer (BC) are candidates for trastuzumab emtansine (T-DM1) treatment sometime in their disease history. KAMILLA evaluated safety of T-DM1 in patients with previously treated HER2-positive locally advanced or metastatic BC (advanced BC). Methods. KAMILLA (NCT01702571) is a single-arm, open-label, international, phase IIIb safety study of patients with HER2-positive advanced BC with progression after prior treatment with chemotherapy and a HER2-directed agent for MBC or within 6 months of completing adjuvant therapy. Patients received T-DM1 (3.6 mg/kg every 3 weeks) until unacceptable toxicity, withdrawal or disease progression. Results. Among 2002 treated patients, median age was 55 years (range, 26-88; 373 [18.6%] aged ≥65 years), 1321 (66.0%) received ≥2 prior metastatic treatment lines and 398 (19.9%) had baseline central nervous system metastases. Adverse events (AEs) and serious AEs occurred in 1862 (93.0%) and 427 (21.3%) patients, respectively. Grade ≥3 AEs occurred in 751 (37.5%) patients; the three most common (individual Medical Dictionary for Regulatory Activity terms) were anaemia (3.0%), thrombocytopaenia (2.7%) and fatigue (2.5%). Median progression-free survival (PFS) was 6.9 months (95% confidence interval [CI], 6.0-7.6). Median overall survival (OS) was 27.2 months (95% CI, 25.5-28.7). With increasing lines of prior advanced therapy (0-1 versus 4+), median PFS and OS decreased numerically from 8.3 to 5.6 months and from 31.3 to 22.5 months, respectively. Conclusions. KAMILLA is the largest cohort of T-DM1-treated patients studied to date. Results are consistent with prior randomised studies, thereby supporting T-DM1 as safe, tolerable and efficacious treatment for patients with previously treated HER2-positive advanced BC.";Neoplasms;Interventional;Indomain;Train
288;30771200;A multicenter phase II study of temozolomide plus disulfiram and copper for recurrent temozolomide-resistant glioblastoma.;Purpose. Preclinical studies have suggested promising activity for the combination of disulfiram and copper (DSF/Cu) against glioblastoma (GBM) including re-sensitization to temozolomide (TMZ). A previous phase I study demonstrated the safety of combining DSF/Cu with adjuvant TMZ for newly diagnosed GBM. This phase II study aimed to estimate the potential effectiveness of DSF/Cu to re-sensitize recurrent GBM to TMZ. Methods. This open-label, single-arm phase II study treated recurrent TMZ-resistant GBM patients with standard monthly TMZ plus concurrent daily DSF 80 mg PO TID and Cu 1.5 mg PO TID. Eligible patients must have progressed after standard chemoradiotherapy and within 3 months of the last dose of TMZ. Known isocitrate dehydrogenase (IDH) mutant or secondary GBMs were excluded. The primary endpoint was objective response rate (ORR), and the secondary endpoints included progression-free survival (PFS), overall survival (OS), clinical benefit (response or stable disease for at least 6 months), and safety. Results. From March 2017 to January 2018, 23 recurrent TMZ-resistant GBM patients were enrolled across seven centers, and 21 patients were evaluable for response. The median duration of DSF/Cu was 1.6 cycles (range: 0.1-12.0). The ORR was 0%, but 14% had clinical benefit. Median PFS was 1.7 months, and median OS was 7.1 months. Only one patient (4%) had dose-limiting toxicity (grade three elevated alanine transaminase). Conclusions. Addition of DSF/Cu to TMZ for TMZ-resistant IDH-wild type GBM appears well tolerated but has limited activity for unselected population.;Neoplasms;Interventional;Indomain;Train
289;30897038;AUGMENT: A Phase III Study of Lenalidomide Plus Rituximab Versus Placebo Plus Rituximab in Relapsed or Refractory Indolent Lymphoma.;"Purpose. Patients with indolent non-Hodgkin lymphoma typically respond well to first-line immunochemotherapy. At relapse, single-agent rituximab is commonly administered. Data suggest the immunomodulatory agent lenalidomide could increase the activity of rituximab. Methods. A phase III, multicenter, randomized trial of lenalidomide plus rituximab versus placebo plus rituximab was conducted in patients with relapsed and/or refractory follicular or marginal zone lymphoma. Patients received lenalidomide or placebo for 12 cycles plus rituximab once per week for 4 weeks in cycle 1 and day 1 of cycles 2 through 5. The primary end point was progression-free survival per independent radiology review. Results. A total of 358 patients were randomly assigned to lenalidomide plus rituximab (n = 178) or placebo plus rituximab (n = 180). Infections (63% v 49%), neutropenia (58% v 23%), and cutaneous reactions (32% v 12%) were more common with lenalidomide plus rituximab. Grade 3 or 4 neutropenia (50% v 13%) and leukopenia (7% v 2%) were higher with lenalidomide plus rituximab; no other grade 3 or 4 adverse event differed by 5% or more between groups. Progression-free survival was significantly improved for lenalidomide plus rituximab versus placebo plus rituximab, with a hazard ratio of 0.46 (95% CI, 0.34 to 0.62; P < .001) and median duration of 39.4 months (95% CI, 22.9 months to not reached) versus 14.1 months (95% CI, 11.4 to 16.7 months), respectively. Conclusion. Lenalidomide improved efficacy of rituximab in patients with recurrent indolent lymphoma, with an acceptable safety profile.";Neoplasms;Interventional;Indomain;Test
290;30938103;A phase I/II trial of weekly nab-paclitaxel for pretreated non-small-cell lung cancer patients without epidermal growth factor receptor mutations and anaplastic lymphoma kinase rearrangement.;Aim. We investigated the efficacy, safety and optimal schedule of nanoparticle albumin-bound paclitaxel monotherapy as second- or third-line treatment for non-small-cell lung cancer patients without epidermal growth factor receptor mutation and anaplastic lymphoma kinase rearrangement. Methods. Patients with pretreated advanced non-small-cell lung cancer without epidermal growth factor receptor mutation and anaplastic lymphoma kinase rearrangement were included. The patients were administered 100 mg/m2 of nanoparticle albumin-bound paclitaxel on days 1, 8, 15 and 22 (level 0) or on days 1, 8 and 15 (level -1) every 4 weeks during phase I of the trial. The primary endpoint was objective response rate. The estimated objective response rate was 15% and the threshold was 5% with an α error of 0.05 and β error of 0.2 in phase II. Results. The recommended schedule was determined as level -1 in phase I. The characteristics of the 55 patients enrolled in phase II were as follows: median age = 66 years, male/female = 40/15, second/third line = 34/21 and adenocarcinoma/squamous cell carcinoma/large cell carcinoma/others = 34/17/2/2. Objective response rate was 7.3% (95% confidence interval, 2.0-17.6%). Median progression-free survival was 3.4 months. Treatment-related grade 3 or 4 toxicities were neutropenia (36.4%), febrile neutropenia (5.5%) and pulmonary infection (3.6%). Three patients had grade 2 pneumonitis and one treatment-related death occurred due to adult respiratory distress syndrome. Conclusion. This study failed to meet predefined primary endpoints for pretreated patients with advanced non-small-cell lung cancer without epidermal growth factor receptor mutation and anaplastic lymphoma kinase rearrangement.;Neoplasms;Interventional;Indomain;Train
291;30959557;Long-term follow up of nivolumab in previously untreated Japanese patients with advanced or recurrent malignant melanoma.;The immune checkpoint inhibitor nivolumab inhibits the programmed death 1 receptor and suppresses the immune resistance of cancer cells. This is a long-term follow up of a single-arm, open-label, multicenter, phase II study of nivolumab in untreated Japanese patients with stage III/IV or recurrent melanoma. In addition, a post-hoc subgroup analysis stratified by melanoma types was performed. Nivolumab was administered intravenously at a dose of 3 mg/kg every 2 weeks. The primary endpoint was the overall response rate (ORR), and secondary endpoints included overall survival (OS), progression-free survival (PFS), best overall response, the disease control rate and change in tumor diameter. Safety was assessed by recording treatment-related adverse events (TRAE), including select immune-related adverse events. Of the 24 patients initially included in the primary phase II study, 10 survived for over 3 years (41.7%). The ORR was 34.8% (90% confidence interval [CI]: 20.8, 51.9) for all patients. When analyzing by melanoma type, the ORR was 66.7% (90% CI: 34.7, 88.3) for superficial spreading, 33.3% (90% CI: 11.7, 65.3) for mucosal, and 28.6% (90% CI: 10.0, 59.1) for acral lentiginous tumors. The median OS was 32.9 months, the 3-year OS rate was 43.5%, and the 3-year PFS rate was 17.2%. A long-term response was observed in all the tumor types. The most common TRAE included skin toxicity (45.8%) and endocrine disorders (29.2%). This study demonstrated the long-term efficacy and tolerability of nivolumab in patients with advanced or recurrent melanoma, irrespective of melanoma type.;Neoplasms;Interventional;Indomain;Train
292;31018069;Tagraxofusp in Blastic Plasmacytoid Dendritic-Cell Neoplasm.;"Background. Blastic plasmacytoid dendritic-cell neoplasm (BPDCN) is an aggressive hematologic cancer that is caused by transformed plasmacytoid dendritic cells that overexpress interleukin-3 receptor subunit alpha (IL3RA or CD123). Tagraxofusp (SL-401) is a CD123-directed cytotoxin consisting of human interleukin-3 fused to truncated diphtheria toxin. Methods. In this open-label, multicohort study, we assigned 47 patients with untreated or relapsed BPDCN to receive an intravenous infusion of tagraxofusp at a dose of 7 μg or 12 μg per kilogram of body weight on days 1 to 5 of each 21-day cycle. Treatment continued until disease progression or unacceptable toxic effects. The primary outcome was the combined rate of complete response and clinical complete response among patients who had not received previous treatment for BPDCN. A secondary outcome was the duration of response. Results. Of the 47 patients, 32 were receiving tagraxofusp as first-line treatment and 15 had received previous treatment. The median age of the patients was 70 years (range, 22 to 84). Among the 29 previously untreated patients who received tagraxofusp at a dose of 12 μg per kilogram, the primary outcome occurred in 21 (72%), and the overall response rate was 90%; of these patients, 45% went on to undergo stem-cell transplantation. Survival rates at 18 and 24 months were 59% and 52%, respectively. Among the 15 previously treated patients, the response rate was 67%, and the median overall survival was 8.5 months. The most common adverse events were increased levels of alanine aminotransferase (64%) and aspartate aminotransferase (60%), hypoalbuminemia (55%), peripheral edema (51%), and thrombocytopenia (49%). Capillary leak syndrome was reported in 19% of the patients and was associated with one death in each of the dose subgroups. Conclusions. In adult patients with untreated or relapsed BPDCN, the use of tagraxofusp led to clinical responses. Serious adverse events included capillary leak syndrome; hepatic dysfunction and thrombocytopenia were common. (Funded by Stemline Therapeutics and the Leukemia and Lymphoma Society Therapy Acceleration Program; ClinicalTrials.gov number, NCT02113982.).";Neoplasms;Interventional;Indomain;Train
293;31090260;Phase II APEC trial: The impact of primary tumor side on outcomes of first-line cetuximab plus FOLFOX or FOLFIRI in patients with RAS wild-type metastatic colorectal cancer.;"Aim. The open-label, nonrandomized, phase II APEC study enrolled 167 patients with RAS wild-type (wt) metastatic colorectal cancer (mCRC) to investigate the safety and efficacy of first-line, every-2-weeks cetuximab plus investigator's choice of FOLFIRI or FOLFOX in this patient population. Methods. A subgroup analysis of the APEC study population by primary tumor location was performed. Results. A total of 130 patients (81.8%) had left-sided and 29 (18.2%) had right-sided mCRC. Median progression-free survival (PFS), overall survival (OS) and overall response rate (ORR) were 14.0 months, 30.6 months and 68.5% for patients with left-sided tumors and 8.9 months, 24.6 months and 51.7% for patients with right-sided mCRC, concurring with pivotal phase III trial results. In patients with right-sided tumors, median PFS was 15.4 months vs 8.3 months with cetuximab plus FOLFIRI vs cetuximab plus FOLFOX, respectively; median OS was 32.1 months vs 21.8 months with cetuximab plus FOLFIRI vs cetuximab plus FOLFOX, respectively. Conclusion. The APEC tumor-location subgroup analysis results were largely consistent with available literature regarding the equivalent efficacy of cetuximab plus FOLFIRI/FOLFOX in patients with left-sided RAS wt mCRC. A trend toward improved efficacy with cetuximab plus FOLFIRI compared with cetuximab plus FOLFOX was observed in patients with right-sided tumors; however, a direct comparison between groups cannot be made due to the nonrandomized study design. Nevertheless, the similar ORR observed with either chemotherapy backbone in patients with right-sided RAS wt mCRC suggests a potential role for both regimens in this patient population when cytoreduction is a treatment goal.";Neoplasms;Interventional;Indomain;Train
294;31150574;Apalutamide for Metastatic, Castration-Sensitive Prostate Cancer.;"Background. Apalutamide is an inhibitor of the ligand-binding domain of the androgen receptor. Whether the addition of apalutamide to androgen-deprivation therapy (ADT) would prolong radiographic progression-free survival and overall survival as compared with placebo plus ADT among patients with metastatic, castration-sensitive prostate cancer has not been determined. Methods. In this double-blind, phase 3 trial, we randomly assigned patients with metastatic, castration-sensitive prostate cancer to receive apalutamide (240 mg per day) or placebo, added to ADT. Previous treatment for localized disease and previous docetaxel therapy were allowed. The primary end points were radiographic progression-free survival and overall survival. Results. A total of 525 patients were assigned to receive apalutamide plus ADT and 527 to receive placebo plus ADT. The median age was 68 years. A total of 16.4% of the patients had undergone prostatectomy or received radiotherapy for localized disease, and 10.7% had received previous docetaxel therapy; 62.7% had high-volume disease, and 37.3% had low-volume disease. At the first interim analysis, with a median of 22.7 months of follow-up, the percentage of patients with radiographic progression-free survival at 24 months was 68.2% in the apalutamide group and 47.5% in the placebo group (hazard ratio for radiographic progression or death, 0.48; 95% confidence interval [CI], 0.39 to 0.60; P<0.001). Overall survival at 24 months was also greater with apalutamide than with placebo (82.4% in the apalutamide group vs. 73.5% in the placebo group; hazard ratio for death, 0.67; 95% CI, 0.51 to 0.89; P = 0.005). The frequency of grade 3 or 4 adverse events was 42.2% in the apalutamide group and 40.8% in the placebo group; rash was more common in the apalutamide group. Conclusions. In this trial involving patients with metastatic, castration-sensitive prostate cancer, overall survival and radiographic progression-free survival were significantly longer with the addition of apalutamide to ADT than with placebo plus ADT, and the side-effect profile did not differ substantially between the two groups. (Funded by Janssen Research and Development; TITAN ClinicalTrials.gov number, NCT02489318.).";Neoplasms;Interventional;Indomain;Train
295;31171878;Dabrafenib, trametinib and pembrolizumab or placebo in BRAF-mutant melanoma.;"Blocking programmed death 1 (PD-1) may enhance the durability of anti-tumor responses that are induced by the combined inhibition of BRAF and MEK1. Here we performed a randomized phase 2 trial ( NCT02130466 ), in which patients with treatment-naive BRAFV600E/K-mutant, advanced melanoma received the BRAF inhibitor dabrafenib and the MEK inhibitor trametinib together with the PD-1-blocking antibody pembrolizumab (triplet; n = 60) or placebo (doublet; n = 60). The primary end point of progression-free survival was numerically improved in the triplet group-16.0 months-compared with 10.3 months in the doublet group (hazard ratio, 0.66; P = 0.043); however, the trial did not reach the planned benefit for a statistically significant improvement. Median duration of response was 18.7 months (95% confidence interval, 10.1-22.1) and 12.5 months (95% confidence interval, 6.0-14.1); 59.8 and 27.8% of responses were estimated to have lasted for more than 18 months for triplet and doublet treatment, respectively. Grade 3-5 treatment-related adverse events occurred in 58.3 and 26.7% of patients treated with triplet and doublet therapies, respectively, which were most commonly fever, increased transaminase levels and rash. One patient who received triplet therapy died of pneumonitis. In summary, triplet therapy with dabrafenib, trametinib and pembrolizumab conferred numerically longer progression-free survival and duration of response with a higher rate of grade 3/4 adverse events compared with the doublet therapy of dabrafenib, trametinib and placebo.";Neoplasms;Interventional;Indomain;Train
296;31195180;SWOG S1400D (NCT02965378), a Phase II Study of the Fibroblast Growth Factor Receptor Inhibitor AZD4547 in Previously Treated Patients With Fibroblast Growth Factor Pathway-Activated Stage IV Squamous Cell Lung Cancer (Lung-MAP Substudy).;"Background. S1400D is a biomarker-driven therapeutic substudy of Lung-MAP evaluating the fibroblast growth factor (FGF) receptor (FGFR) inhibitor AZD4547 in patients with FGF pathway-activated squamous cell. This is the first phase II trial to evaluate AZD4547 as a targeted approach in patients with previously treated FGFR-altered squamous cell NSCLC and is the first demonstration of successful implementation and conduct of a national umbrella protocol in this disease setting. Methods. Eligible patients had tumoral FGFR alteration or mutation and had progressive disease after at least one line of platinum-based systemic therapy. Patients received AZD4547 80 mg twice daily orally. Primary endpoint was response by Response Evaluation Criteria in Solid Tumors version 1.1; secondary endpoints included progression-free survival, overall survival, and duration of response (DoR). Results. Ninety-two patients were assigned to S1400D, 43 were enrolled, and 27 AZD4547-treated patients were evaluable. Evaluable patients were predominantly white (n = 24, 89%), median age 66 years (range, 49-88 years old), and female (n = 7, 26%). FGFR alterations included FGFR1 amplification (n = 23; 85%), FGFR3 amplification (n = 2; 7%), FGFR3 S249C (n = 2; 7%), and FGFR3 fusion (n = 1; 4%). Treatment with ADZ4547 was well tolerated; grade 3 adverse events occurred in six patients, and one patient had grade 4 sepsis. Of 27 response-evaluable patients, 1 patient with FGFR3 S249C had unconfirmed partial response with a DoR of 1.5 months and 1 patient with FGFR1 amplification had a confirmed partial response with a DoR of 2.9 months (7%, 95% confidence interval [CI]: 0%-17%). Median progression-free survival and overall survival for the AZD4547-treated cohort were 2.7 months (95% CI: 1.4- 4.5 months) and 7.5 months (95% CI: 3.7-9.3 months). Conclusions. AZD4547 had an acceptable safety profile but minimal activity in this predominantly FGFR1/FGFR3-amplified cohort. Evaluation of other targeted agents in Lung-MAP is ongoing.";Neoplasms;Interventional;Indomain;Train
