ID;ArticleID;LabelID;LabelClassID;Text;Start;End;TokenStart;TokenEnd
14539;149;3;1;FT;22;24;4;4
14540;149;3;1;FlexTouch;10;19;1;1
14541;149;3;1;FT;801;803;176;176
14542;149;3;1;FT;224;226;44;44
14543;149;10;2;patients;403;411;89;89
14544;149;24;3;100;227;230;45;45
14545;149;3;1;SoloSTAR;485;493;100;100
14546;149;10;2;diabetes;417;425;91;91
14547;149;3;1;FT;794;796;173;173
14548;149;12;2;randomized;763;773;167;167
14549;149;7;1;n = 32;740;746;160;162
14550;149;10;2;physicians;728;738;158;158
14551;149;7;1;n = 32;716;722;153;155
14552;149;7;1;n = 42;699;705;146;148
14553;149;10;2;type 2 diabetes;682;697;142;144
14554;149;7;1;n = 22;671;677;137;139
14555;149;10;2;type 1;663;669;134;135
14556;149;10;2;nurses;708;714;151;151
14557;149;3;1;SoloSTAR;613;621;126;126
14558;149;24;3;200;604;607;124;124
14559;149;3;1;FT;602;604;123;123
14560;149;24;3;100;594;597;121;121
14561;149;3;1;FT;592;594;120;120
14562;149;12;2;crossover;567;576;117;117
14563;149;12;2;open-label;555;565;113;115
14564;149;12;2;randomized;543;553;111;111
14565;149;12;2;multicenter;530;541;109;109
14566;149;10;2;patients;642;650;131;131
14567;149;3;1;pen;495;498;102;102
14568;150;11;2;hypoglycaemic events;600;620;136;137
14569;150;19;4;during an oral glucose tolerance test;930;967;195;200
14570;150;17;4;2 h - postprandial blood glucose;899;929;189;194
14571;150;17;4;FBG;894;897;187;187
14572;150;19;7;reductions;880;890;185;185
14573;150;11;2;fasting blood glucose;632;653;141;143
14574;150;19;4;After 32 weeks;799;813;171;173
14575;150;14;2;188;758;761;163;163
14576;150;11;2;HbA 1 c;726;731;154;156
14577;150;17;4;HbA 1 c;969;974;202;204
14578;150;19;7;compared with baseline;826;848;177;179
14579;150;17;4;total cholesterol;976;993;206;207
14580;150;6;1;acarbose;1288;1296;261;261
14581;150;17;4;low - density lipoprotein cholesterol;1013;1048;211;215
14582;150;17;4;hypoglycaemic events;1098;1118;225;226
14583;150;6;1;Lantus;1126;1132;229;229
14584;150;6;1;Glucobay;1148;1156;233;233
14585;150;4;1;Novolin ® 30 R;1182;1194;239;242
14586;150;19;7;difference;1206;1216;246;246
14587;150;20;7;not significant;1221;1236;248;249
14588;150;4;1;Novolin ® 30 R;1249;1261;252;255
14589;150;6;1;Lantus;1266;1272;257;257
14590;150;1;5;type 2 diabetes mellitus;1398;1422;278;281
14591;150;11;2;HbA 1 c;572;577;125;127
14592;150;17;4;triglycerides;995;1008;209;209
14593;150;11;2;glycosylated haemoglobin;546;570;122;123
14594;150;20;7;significant;868;879;184;184
14595;150;11;2;blood lipid;474;485;109;110
14596;150;11;2;body mass index;494;509;113;115
14597;150;4;1;Novolin ® 30 R;46;58;7;10
14598;150;6;1;Lantus;70;76;16;16
14599;150;6;1;acarbose;95;103;23;23
14600;150;6;1;Glucobay;105;113;25;25
14601;150;10;2;elderly;120;127;30;30
14602;150;10;2;patients;128;136;31;31
14603;150;10;2;Patients;176;184;39;39
14604;150;10;2;aged > 60 years;186;201;41;44
14605;150;10;2;type 2 diabetes mellitus;208;232;47;50
14606;150;12;2;randomized;238;248;52;52
14607;150;4;1;Novolin ® 30 R;267;279;56;59
14608;150;24;3;initial dose;284;296;64;65
14609;150;10;2;type 2 diabetes mellitus;142;166;33;36
14610;150;21;7;IU/kg;301;306;67;69
14611;150;11;2;blood glucose control;451;472;105;107
14612;150;24;3;0.5;297;300;66;66
14613;150;7;1;treatment period;393;409;96;97
14614;150;24;3;32-week;385;392;93;95
14615;150;6;1;acarbose;367;375;89;89
14616;150;24;3;50;361;363;87;87
14617;150;21;7;mg;364;366;88;88
14618;150;24;3;0.2;336;339;80;80
14619;150;24;3;initial dose;323;335;78;79
14620;150;6;1;Lantus;311;317;72;72
14621;150;21;7;IU/kg;340;345;81;83
14622;151;21;7;patients;1987;1995;416;416
14623;151;22;7;86;1982;1984;413;413
14624;151;22;7;673;1977;1980;411;411
14625;151;21;7;%;1984;1985;414;414
14626;151;6;1;glimepiride;2009;2020;419;419
14627;151;6;1;empagliflozin;2085;2098;435;435
14628;151;19;4;reported;2049;2057;425;425
14629;151;22;7;72;2061;2063;427;427
14630;151;22;7;9;2065;2066;429;429
14631;151;21;7;%;2066;2067;430;430
14632;151;6;1;empagliflozin;1959;1972;409;409
14633;151;22;7;68;2109;2111;438;438
14634;151;17;4;Severe adverse events;2022;2043;421;423
14635;151;21;7;patients;1937;1945;406;406
14636;151;6;1;empagliflozin;1800;1813;364;364
14637;151;22;7;86;1932;1934;403;403
14638;151;22;7;661;1927;1930;401;401
14639;151;19;4;reported;1915;1923;399;399
14640;151;17;4;Adverse events;1895;1909;396;397
14641;151;20;7;superiority;1881;1892;393;393
14642;151;20;7;= 0 · 0153;1869;1876;388;391
14643;151;23;7;-0·19 to -0·02;1852;1866;377;385
14644;151;19;7;95 % CI;1845;1851;374;376
14645;151;21;7;%;1842;1843;372;372
14646;151;22;7;-0·11;1837;1842;368;371
14647;151;6;1;glimepiride;1821;1832;366;366
14648;151;22;7;9;2113;2114;440;440
14649;151;17;4;HbA1c;1789;1794;360;362
14650;151;19;7;change from baseline;1765;1785;356;358
14651;151;21;7;%;1934;1935;404;404
14652;151;21;7;%;2114;2115;441;441
14653;151;19;4;plasma glucose ≤ 3 · 9 mmol / L or requiring assistance;2308;2358;480;491
14654;151;17;4;Serious adverse events;2143;2165;448;450
14655;151;19;7;adjusted mean difference;1737;1761;352;354
14656;151;5;1;Eli Lilly;2709;2718;554;555
14657;151;5;1;Boehringer Ingelheim;2684;2704;551;552
14658;151;6;1;metformin;2665;2674;548;548
14659;151;1;5;type 2 diabetes;2601;2616;537;539
14660;151;7;1;second - line treatment;2554;2575;529;532
14661;151;6;1;Empagliflozin;2497;2510;520;520
14662;151;6;1;glimepiride;2469;2480;517;517
14663;151;21;7;patients;2447;2455;514;514
14664;151;21;7;%;2444;2445;512;512
14665;151;22;7;24;2442;2444;511;511
14666;151;22;7;189;2437;2440;509;509
14667;151;6;1;empagliflozin;2419;2432;507;507
14668;151;21;7;patients;2397;2405;504;504
14669;151;6;1;glimepiride;2124;2135;445;445
14670;151;21;7;%;2394;2395;502;502
14671;151;22;7;19;2389;2391;499;499
14672;151;19;4;reported;2377;2385;497;497
14673;151;19;4;at week 104;2360;2371;493;495
14674;151;17;4;Confirmed hypoglycaemic adverse events;2268;2306;475;478
14675;151;6;1;glimepiride;2249;2260;472;472
14676;151;21;7;%;2239;2240;468;468
14677;151;22;7;11;2237;2239;467;467
14678;151;22;7;89;2233;2235;465;465
14679;151;6;1;empagliflozin;2209;2222;462;462
14680;151;21;7;patients;2193;2201;459;459
14681;151;21;7;%;2190;2191;457;457
14682;151;22;7;16;2188;2190;456;456
14683;151;22;7;119;2183;2186;454;454
14684;151;19;4;reported;2171;2179;452;452
14685;151;22;7;2;2393;2394;501;501
14686;151;19;4;At week 104;1724;1735;348;350
14687;151;21;7;patients;2069;2077;432;432
14688;151;6;1;Empagliflozin;1658;1671;337;337
14689;151;11;2;eGFR;685;689;128;128
14690;151;11;2;estimated glomerular filtration rate;647;683;123;126
14691;151;11;2;HbA 1 c;640;645;119;121
14692;151;12;2;random;609;615;114;114
14693;151;7;1;1 : 1;573;576;105;107
14694;151;12;2;randomly;550;558;101;101
14695;151;10;2;exercise counselling;523;543;97;98
14696;151;10;2;diet;514;518;95;95
14697;151;10;2;metformin treatment;490;509;92;93
14698;151;10;2;HbA 1 c concentrations of 7 - 10 %;451;480;81;89
14699;151;10;2;type 2 diabetes;431;446;77;79
14700;151;10;2;aged ≥18 years;410;424;71;74
14701;151;10;2;patients;400;408;69;69
14702;151;12;2;trial;393;398;67;67
14703;151;6;1;empagliflozin;707;720;135;135
14704;151;12;2;phase 3;385;392;65;66
14705;151;10;2;type 2 diabetes;339;354;55;57
14706;151;10;2;patients;325;333;53;53
14707;151;6;1;metformin;312;321;51;51
14708;151;7;1;add - on;302;308;47;49
14709;151;6;1;glimepiride;287;298;45;45
14710;151;2;1;sulfonylurea;274;286;44;44
14711;151;6;1;empagliflozin;252;265;41;41
14712;151;2;1;sodium glucose cotransporter 2 inhibitor;211;251;36;40
14713;151;11;2;efficacy;184;192;31;31
14714;151;7;1;second - line pharmacotherapy;139;166;23;26
14715;151;1;5;type 2 diabetes;85;100;12;14
14716;151;7;1;first - line pharmacotherapy;40;66;5;8
14717;151;6;1;Metformin;11;20;1;1
14718;151;6;1;glimepiride;1692;1703;343;343
14719;151;12;2;double-blind;372;384;62;64
14720;151;24;3;25;722;724;137;137
14721;151;11;2;safety;197;203;33;33
14722;151;24;3;once daily;728;738;139;140
14723;151;21;7;mg;725;727;138;138
14724;151;17;4;not receive the assigned treatment;1622;1656;331;335
14725;151;6;1;empagliflozin;1598;1611;328;328
14726;151;21;7;patients;1582;1590;325;325
14727;151;7;1;n = 780;1569;1574;319;321
14728;151;6;1;glimepiride;1556;1567;317;317
14729;151;7;1;n = 769;1546;1551;312;314
14730;151;6;1;empagliflozin;1531;1544;310;310
14731;151;14;2;1549;1483;1487;303;303
14732;151;8;6;NCT 01167881;1390;1401;281;282
14733;151;11;2;HbA 1 c;1320;1325;266;268
14734;151;10;2;patients;1238;1246;250;250
14735;151;12;2;superiority;1178;1189;236;236
14736;151;13;2;week 104;1148;1156;230;231
14737;151;12;2;non - inferiority;1082;1097;218;220
14738;151;22;7;four;1577;1581;324;324
14739;151;13;2;104;971;974;191;191
14740;151;12;2;non-inferiority;1034;1049;202;204
14741;151;6;1;glimepiride;751;762;145;145
14742;151;21;7;mg;768;770;150;150
14743;151;24;3;once daily;771;781;151;152
14744;151;25;3;orally;783;789;154;154
14745;151;24;3;1 - 4;764;767;147;149
14746;151;6;1;metformin;804;813;161;161
14747;151;11;2;HbA 1 c;942;947;183;185
14748;151;12;2;masked;861;867;170;170
14749;151;7;1;add - on;794;800;157;159
14750;151;25;3;orally;740;746;142;142
14751;151;10;2;Patients;829;837;166;166
14752;151;24;3;104 weeks;818;827;163;164
14753;152;21;7;%;977;978;232;232
14754;152;17;4;body weight;1094;1105;272;273
14755;152;20;7;= 0.001;1066;1073;265;266
14756;152;21;7;mmol/l;1056;1062;260;262
14757;152;20;7;= 0.044;1037;1044;254;255
14758;152;6;1;dapagliflozin;1134;1147;279;279
14759;152;21;7;mmol/L;1027;1033;249;251
14760;152;22;7;-0.69;1021;1026;247;248
14761;152;17;4;FPG;1016;1019;245;245
14762;152;20;7;= 0.048;983;990;236;237
14763;152;19;7;difference;1111;1121;276;276
14764;152;22;7;-1.12;1050;1055;258;259
14765;152;22;7;-0.53;933;938;214;215
14766;152;21;7;mmol/mol;962;970;226;228
14767;152;22;7;-4.8;957;961;224;225
14768;152;20;7;= 0.018;944;951;220;221
14769;152;21;7;%;938;939;216;216
14770;152;21;7;mmol/mol;923;931;210;212
14771;152;22;7;-5.8;918;922;208;209
14772;152;17;4;HbA1c;911;916;204;206
14773;152;21;7;mg;890;892;200;200
14774;152;24;3;5;881;882;197;197
14775;152;24;3;10;1148;1150;280;280
14776;152;24;3;10;887;889;199;199
14777;152;22;7;-0.44;972;977;230;231
14778;152;21;7;mg;1151;1153;282;282
14779;152;22;7;0 - 4.6;1336;1341;324;326
14780;152;7;1;low - dose;1176;1184;288;290
14781;152;7;1;pharmacotherapy;1750;1765;390;390
14782;152;6;1;dapagliflozin;867;880;196;196
14783;152;6;1;Dapagliflozin;1701;1714;384;384
14784;152;1;5;hypoglycaemia;1671;1684;379;379
14785;152;1;5;early Type 2 diabetes;1584;1605;367;370
14786;152;7;1;monotherapy;1541;1552;360;360
14787;152;6;1;Dapagliflozin;1524;1537;358;358
14788;152;6;1;metformin;1495;1504;354;354
14789;152;7;1;low - dose;1486;1494;351;353
14790;152;2;1;placebo;1478;1485;349;349
14791;152;6;1;dapagliflozin;1445;1458;344;344
14792;152;6;1;dapagliflozin;1351;1364;330;330
14793;152;21;7;%;1341;1342;327;327
14794;152;6;1;metformin;1316;1325;321;321
14795;152;7;1;low - dose;1307;1315;318;320
14796;152;2;1;placebo;1299;1306;316;316
14797;152;21;7;%;1293;1294;314;314
14798;152;22;7;5.3;1290;1293;313;313
14799;152;19;7;rates;1281;1286;311;311
14800;152;17;4;Hypoglycaemic events;1240;1260;305;306
14801;152;20;7;= 0.016;1230;1237;301;302
14802;152;21;7;kg;1224;1226;298;298
14803;152;22;7;-2.60;1218;1223;296;297
14804;152;20;7;significant;1205;1216;294;294
14805;152;6;1;metformin;1185;1194;291;291
14806;152;2;1;placebo;1168;1175;286;286
14807;152;6;1;metformin;852;861;194;194
14808;152;22;7;167;761;764;173;173
14809;152;2;1;placebo;835;842;189;189
14810;152;7;1;n = 64;409;415;90;92
14811;152;21;7;mg;405;407;88;88
14812;152;24;3;5;403;404;87;87
14813;152;7;1;n = 65;394;400;82;84
14814;152;21;7;mg;390;392;80;80
14815;152;24;3;2.5;386;389;79;79
14816;152;7;1;monotherapy;374;385;78;78
14817;152;6;1;dapagliflozin;360;373;77;77
14818;152;7;1;n = 75;349;355;72;74
14819;152;2;1;placebo;340;347;70;70
14820;152;10;2;HbA 1 c 53 - 86 mmol / mol ( 7.0 - 10.0 % );295;327;52;66
14821;152;24;3;10;420;422;95;95
14822;152;10;2;exercise;285;293;50;50
14823;152;10;2;inadequate glycaemic control;244;272;44;46
14824;152;10;2;aged 18-77 years;223;239;38;42
14825;152;10;2;Type 2 diabetes;207;222;35;37
14826;152;12;2;randomly;176;184;31;31
14827;152;12;2;trial;169;174;29;29
14828;152;12;2;placebo-controlled;150;168;26;28
14829;152;12;2;double-blind;136;148;22;24
14830;152;6;1;dapagliflozin;108;121;18;18
14831;152;7;1;low - dose;843;851;191;193
14832;152;10;2;Type 2 diabetes;42;57;6;8
14833;152;7;1;pharmacotherapy;23;38;4;4
14834;152;10;2;diet;276;280;48;48
14835;152;21;7;mg;423;425;96;96
14836;152;2;1;sodium-glucose cotransporter-2 inhibitor;67;107;11;17
14837;152;24;3;once daily;435;445;102;103
14838;152;7;1;n = 70;427;433;98;100
14839;152;19;7;differences;820;831;187;187
14840;152;19;4;At 102 weeks;794;806;182;184
14841;152;21;7;%;790;791;179;179
14842;152;22;7;60.9;786;790;178;178
14843;152;17;4;completed the study;765;784;174;176
14844;152;21;7;participants;736;748;170;170
14845;152;14;2;274;732;735;169;169
14846;152;13;2;102 weeks;706;715;163;164
14847;152;11;2;adverse events;671;685;157;158
14848;152;11;2;body weight;647;658;151;152
14849;152;11;2;fasting plasma glucose;620;642;147;149
14850;152;20;7;significant;808;819;186;186
14851;152;6;1;metformin;578;587;136;136
14852;152;11;2;HbA 1 c;607;612;142;144
14853;152;7;1;low - dose;478;486;112;114
14854;152;24;3;double - blind;487;499;115;117
14855;152;6;1;metformin;500;509;118;118
14856;152;24;3;500;510;513;119;119
14857;152;24;3;After 24 weeks;462;476;108;110
14858;152;24;3;/day;516;520;121;122
14859;152;2;1;placebo;538;545;127;127
14860;152;2;1;placebo;561;568;131;131
14861;152;7;1;low - dose;569;577;133;135
14862;152;21;7;mg;514;516;120;120
14863;152;24;3;morning;453;460;106;106
14864;153;23;7;0.17;1231;1235;273;273
14865;153;19;7;95 % confidence interval;1084;1107;231;234
14866;153;22;7;- 0.89;1223;1228;270;271
14867;153;17;4;HbA 1 c;1213;1218;266;268
14868;153;19;7;decrease;1201;1209;264;264
14869;153;19;7;placebo-corrected;1183;1200;261;263
14870;153;19;4;patients with baseline HbA 1 c ≥ 8.5 %;1143;1177;250;258
14871;153;20;7;< 0.0001;1129;1137;245;246
14872;153;6;1;metformin;1669;1678;358;358
14873;153;23;7;- 0.70 , - 0.34;1113;1125;238;242
14874;153;23;7;0.07;1019;1023;216;216
14875;153;23;7;0.09;1077;1081;228;228
14876;153;22;7;- 0.52;1069;1074;225;226
14877;153;19;7;placebo - corrected difference;1040;1068;221;224
14878;153;21;7;%;1023;1024;217;217
14879;153;22;7;- 0.14;1011;1016;213;214
14880;153;23;7;0.05;1002;1006;211;211
14881;153;22;7;- 0.66;994;999;208;209
14882;153;2;1;placebo;976;983;205;205
14883;153;6;1;linagliptin;960;971;203;203
14884;153;21;7;%;1235;1236;274;274
14885;153;21;7;%;1081;1082;229;229
14886;153;20;7;< 0.0001;1240;1248;277;278
14887;153;21;7;%;1420;1421;314;314
14888;153;19;4;occurred;1266;1274;283;283
14889;153;19;7;decreased;943;952;200;200
14890;153;1;5;T 2 DM;1637;1641;352;354
14891;153;21;7;mg;1562;1564;339;339
14892;153;24;3;5;1560;1561;338;338
14893;153;6;1;Linagliptin;1548;1559;337;337
14894;153;6;1;Linagliptin;1496;1507;330;330
14895;153;19;7;patients;1471;1479;325;325
14896;153;21;7;%;1466;1467;323;323
14897;153;22;7;1.0;1463;1466;322;322
14898;153;19;4;occurred;1451;1459;320;320
14899;153;17;4;Adverse events;1251;1265;281;282
14900;153;17;4;Hypoglycemia;1438;1450;319;319
14901;153;21;7;%;1411;1412;311;311
14902;153;22;7;2.4;1408;1411;310;310
14903;153;19;4;drug - related;1394;1406;306;308
14904;153;21;7;%;1353;1354;298;298
14905;153;22;7;28.0;1349;1353;297;297
14906;153;21;7;%;1343;1344;295;295
14907;153;22;7;27.3;1339;1343;294;294
14908;153;19;7;patients;1329;1337;292;292
14909;153;2;1;placebo;1321;1328;291;291
14910;153;6;1;linagliptin;1305;1316;289;289
14911;153;22;7;0.0;1417;1420;313;313
14912;153;17;4;HbA 1 c;937;942;197;199
14913;153;2;1;placebo;624;631;132;132
14914;153;19;7;Adjusted mean;917;930;191;192
14915;153;18;7;24;457;459;89;89
14916;153;18;4;Chinese;444;451;85;85
14917;153;18;7;265;440;443;84;84
14918;153;10;2;patients;426;434;80;80
14919;153;14;2;306;422;425;79;79
14920;153;10;2;patients;396;404;73;73
14921;153;10;2;T2DM;391;395;70;72
14922;153;10;2;Asian;385;390;69;69
14923;153;6;1;metformin;372;381;67;67
14924;153;2;1;dipeptidyl peptidase - 4 inhibitor;318;350;59;63
14925;153;11;2;safety;304;310;56;56
14926;153;11;2;efficacy;291;299;54;54
14927;153;13;2;24 - week;263;270;48;50
14928;153;12;2;double - blind;249;261;44;46
14929;153;12;2;placebo - controlled;230;248;41;43
14930;153;12;2;randomized;219;229;40;40
14931;153;12;2;Phase III;209;218;38;39
14932;153;7;1;glucose - lowering therapies;109;135;21;24
14933;153;1;5;T 2 DM;74;78;11;13
14934;153;1;5;type 2 diabetes mellitus;48;72;6;9
14935;153;19;7;SE;933;935;195;195
14936;153;18;4;Malaysian;460;469;90;90
14937;153;18;7;17;475;477;94;94
14938;153;6;1;linagliptin;351;362;64;64
14939;153;10;2;aged 18 - 80 years;489;505;98;102
14940;153;18;4;Filipino;478;486;95;95
14941;153;21;7;%;913;914;188;188
14942;153;23;7;0.8;910;913;187;187
14943;153;18;7;8.0;904;907;185;185
14944;153;18;4;HbA 1 c;898;903;182;184
14945;153;19;7;SD;894;896;180;180
14946;153;19;7;overall mean;879;891;176;177
14947;153;13;2;24 weeks;798;806;162;163
14948;153;11;2;HbA 1 c;772;777;156;158
14949;153;12;2;randomization;717;730;147;147
14950;153;12;2;washed out;697;707;143;144
14951;153;19;4;Baseline;816;824;166;166
14952;153;10;2;on metformin therapy;545;565;115;117
14953;153;2;1;Antidiabetes drugs;652;670;137;138
14954;153;6;1;metformin;641;650;135;135
14955;153;24;3;daily;615;620;130;130
14956;153;21;7;mg;612;614;129;129
14957;153;24;3;5;610;611;128;128
14958;153;6;1;linagliptin;598;609;127;127
14959;153;7;1;2 : 1;583;586;121;123
14960;153;12;2;randomized;571;581;119;119
14961;153;6;1;metformin;682;691;141;141
14962;153;10;2;HbA 1 c between ≥ 7.0 and ≤ 10.0 %;511;540;104;113
14963;154;22;7;2.88;1151;1155;262;262
14964;154;23;7;0.25;1158;1162;264;264
14965;154;22;7;2.39;1164;1168;266;266
14966;154;23;7;0.26;1171;1175;268;268
14967;154;19;7;more common;1248;1259;282;283
14968;154;23;7;0.25;1187;1191;272;272
14969;154;21;7;kg;1192;1194;273;273
14970;154;19;4;Gastrointestinal adverse events;1211;1242;278;280
14971;154;6;1;sitagliptin;1138;1149;260;260
14972;154;22;7;1.75;1180;1184;270;270
14973;154;21;7;mg;1128;1130;258;258
14974;154;21;7;mg;961;963;224;224
14975;154;20;7;< 0.001;1097;1104;251;252
14976;154;21;7;mg;1091;1093;248;248
14977;154;24;3;1.5;1087;1090;247;247
14978;154;6;1;dulaglutide;1075;1086;246;246
14979;154;19;7;greater;1062;1069;244;244
14980;154;17;4;Weight loss;1046;1057;241;242
14981;154;6;1;sitagliptin;1032;1043;238;238
14982;154;6;1;dulaglutide;1011;1022;235;235
14983;154;20;7;< 0.001;997;1004;231;232
14984;154;6;1;sitagliptin;968;979;226;226
14985;154;6;1;dulaglutide;1265;1276;285;285
14986;154;24;3;0.75;1123;1127;257;257
14987;154;24;3;1.5;1277;1280;286;286
14988;154;21;7;mg;1584;1586;345;345
14989;154;21;7;mg;1290;1292;289;289
14990;154;6;1;sitagliptin;1631;1642;352;352
14991;154;24;3;0.75;956;960;223;223
14992;154;24;3;1.5;1580;1583;344;344
14993;154;6;1;dulaglutide;1568;1579;343;343
14994;154;6;1;Dulaglutide;1510;1521;336;336
14995;154;21;7;%;1389;1390;318;318
14996;154;22;7;4;1388;1389;317;317
14997;154;21;7;%;1383;1384;315;315
14998;154;22;7;8;1382;1383;314;314
14999;154;22;7;14;1375;1377;312;312
15000;154;17;4;vomiting;1366;1374;311;311
15001;154;24;3;0.75;1285;1289;288;288
15002;154;21;7;%;1363;1364;309;309
15003;154;21;7;%;1357;1358;306;306
15004;154;22;7;12;1355;1357;305;305
15005;154;22;7;16;1348;1350;303;303
15006;154;17;4;diarrhoea;1338;1347;302;302
15007;154;21;7;%;1335;1336;300;300
15008;154;22;7;7;1334;1335;299;299
15009;154;21;7;%;1329;1330;297;297
15010;154;22;7;15;1327;1329;296;296
15011;154;22;7;17;1320;1322;294;294
15012;154;17;4;nausea;1313;1319;293;293
15013;154;6;1;sitagliptin;1300;1311;291;291
15014;154;22;7;6;1362;1363;308;308
15015;154;6;1;dulaglutide;944;955;222;222
15016;154;21;7;%;894;895;207;207
15017;154;24;3;1.5;936;939;219;219
15018;154;14;2;1098;498;502;102;102
15019;154;11;2;HbA 1 c;418;423;86;88
15020;154;11;2;glycated haemoglobin;396;416;83;84
15021;154;24;3;26 weeks;376;384;78;79
15022;154;2;1;placebo;342;349;72;72
15023;154;24;3;104 weeks;329;338;69;70
15024;154;21;7;mg;322;324;67;67
15025;154;24;3;100;318;321;66;66
15026;154;6;1;sitagliptin;306;317;65;65
15027;154;21;7;mg;299;301;62;62
15028;154;24;3;0.75;294;298;61;61
15029;154;10;2;HbA 1 c concentrations ≥ 7.0 % ( ≥ 53.0 mmol / mol ) and ≤ 9.5 % ( ≤ 80.3 mmol / mol );521;591;105;129
15030;154;24;3;1.5;287;290;59;59
15031;154;12;2;randomized;247;257;54;54
15032;154;12;2;trial;236;241;52;52
15033;154;21;7;mg;940;942;220;220
15034;154;12;2;multicentre;210;221;47;47
15035;154;8;6;AWARD - 5;190;197;41;43
15036;154;13;2;104 weeks;153;162;34;35
15037;154;6;1;sitagliptin;135;146;32;32
15038;154;2;1;dipeptidyl peptidase-4 (DPP-4) inhibitor;94;134;22;31
15039;154;6;1;dulaglutide;73;84;19;19
15040;154;2;1;glucagon - like peptide - 1 ( GLP - 1 ) receptor;32;72;7;18
15041;154;24;3;once - weekly;20;31;4;6
15042;154;6;1;dulaglutide;274;285;57;57
15043;154;12;2;randomized;597;607;131;131
15044;154;12;2;double-blind;223;235;49;51
15045;154;6;1;sitagliptin;684;695;149;149
15046;154;6;1;dulaglutide;924;935;218;218
15047;154;21;7;mmol/mol;910;918;213;215
15048;154;23;7;0.66;905;909;212;212
15049;154;22;7;-3.50;897;902;209;210
15050;154;23;7;0.06;890;894;206;206
15051;154;22;7;-0.32;882;887;203;204
15052;154;21;7;mmol/mol;868;876;198;200
15053;154;23;7;0.77;863;867;197;197
15054;154;6;1;dulaglutide;668;679;147;147
15055;154;21;7;%;852;853;192;192
15056;154;23;7;0.07;848;852;191;191
15057;154;22;7;-7.76;855;860;194;195
15058;154;21;7;mmol/mol;829;837;183;185
15059;154;19;7;Changes;727;734;156;156
15060;154;17;4;HbA1c;738;743;158;160
15061;154;22;7;-0.71;840;845;188;189
15062;154;19;7;least squares mean;763;781;166;168
15063;154;19;7;standard error;784;798;170;171
15064;154;19;4;at 104 weeks;744;756;161;163
15065;154;23;7;0.06;808;812;176;176
15066;154;21;7;%;812;813;177;177
15067;154;22;7;-10.82;815;821;179;180
15068;154;23;7;0.66;824;828;182;182
15069;154;22;7;-0.99;800;805;173;174
15070;155;21;7;%;996;997;227;227
15071;155;22;7;-1.34;991;996;225;226
15072;155;22;7;-1.29;982;987;222;223
15073;155;19;7;from baseline;967;980;219;220
15074;155;1;5;T2D;1685;1688;353;355
15075;155;17;4;HbA1c;961;966;216;218
15076;155;19;7;change;951;957;214;214
15077;155;20;7;< 0.001;821;828;187;188
15078;155;20;7;non-inferiority;902;917;206;208
15079;155;6;1;LY IGlar;889;897;203;204
15080;155;19;7;from baseline;874;887;200;201
15081;155;17;4;HbA 1 c;861;866;196;198
15082;155;19;7;mean;856;860;195;195
15083;155;19;7;decreases;843;852;193;193
15084;155;19;7;least - squares mean difference;1013;1042;231;235
15085;155;6;1;IGlar;941;946;212;212
15086;155;22;7;0.052;1043;1048;236;236
15087;155;2;1;insulin;1428;1435;313;313
15088;155;19;7;95% confidence interval;1051;1074;239;242
15089;155;20;7;significant;806;817;184;184
15090;155;2;1;antihyperglycaemic medications;1560;1590;337;338
15091;155;25;3;oral;1555;1559;336;336
15092;155;6;1;IGlar;1518;1523;329;329
15093;155;6;1;LY IGlar;1505;1513;326;327
15094;155;6;1;IGlar;1469;1474;320;320
15095;155;7;1;treatment groups;1358;1374;302;303
15096;155;21;7;%;1048;1049;237;237
15097;155;19;4;at 24 weeks;1236;1247;282;284
15098;155;17;4;proportion of patients reaching HbA 1 c < 7 %;1178;1219;269;278
15099;155;17;4;fasting plasma glucose;1154;1176;265;267
15100;155;20;7;> 0.05;1143;1149;261;262
15101;155;19;7;differences;1128;1139;258;258
15102;155;20;7;no;1115;1117;256;256
15103;155;20;7;> 0.05;1095;1101;250;251
15104;155;23;7;-0.070 to 0.175;1075;1090;243;246
15105;155;17;4;insulin dose;1223;1235;280;281
15106;155;7;1;treatment groups;773;789;179;180
15107;155;10;2;≥ 2 oral antihyperglycaemic medications;452;490;105;109
15108;155;11;2;HbA 1 c;727;732;168;170
15109;155;12;2;phase III;253;262;51;52
15110;155;10;2;T2D;234;237;44;46
15111;155;10;2;type 2 diabetes;217;232;40;42
15112;155;10;2;patients;203;211;38;38
15113;155;2;1;antihyperglycaemic medications;169;199;35;36
15114;155;25;3;oral;164;168;34;34
15115;155;6;1;IGlar;137;142;29;29
15116;155;6;1;Lantus;108;114;21;21
15117;155;7;1;reference product;89;106;18;19
15118;155;6;1;LY IGlar;71;79;13;14
15119;155;6;1;insulin glargine;53;69;10;11
15120;155;6;1;LY 2963016;43;52;8;9
15121;155;11;2;safety;33;39;6;6
15122;155;11;2;efficacy;20;28;4;4
15123;155;13;2;24 weeks;750;758;174;175
15124;155;12;2;randomized;264;274;54;54
15125;155;12;2;double-blind;276;288;56;58
15126;155;6;1;insulin glargine;119;135;26;27
15127;155;10;2;patients;313;321;65;65
15128;155;6;1;IGlar;695;700;161;161
15129;155;13;2;24-week;290;297;60;62
15130;155;6;1;LY IGlar;683;691;158;159
15131;155;12;2;non - inferiority;636;651;145;147
